Scheme,Price,Date
Balanced Fund,0.8213,2009-05-18
Balanced Fund,0.8307,2009-05-19
Balanced Fund,0.8281,2009-05-20
Balanced Fund,0.8261,2009-05-21
Balanced Fund,0.8204,2009-05-22
Balanced Fund,0.8204,2009-05-23
Balanced Fund,0.8204,2009-05-24
Balanced Fund,0.8155,2009-05-25
Balanced Fund,0.8169,2009-05-26
Balanced Fund,0.8254,2009-05-27
Balanced Fund,0.8169,2009-05-28
Balanced Fund,0.8227,2009-05-29
Balanced Fund,0.8227,2009-05-30
Balanced Fund,0.8227,2009-05-31
Balanced Fund,0.8227,2009-06-01
Balanced Fund,0.833,2009-06-02
Balanced Fund,0.836,2009-06-03
Balanced Fund,0.8316,2009-06-04
Balanced Fund,0.8366,2009-06-05
Balanced Fund,0.8366,2009-06-06
Balanced Fund,0.8366,2009-06-07
Balanced Fund,0.8351,2009-06-08
Balanced Fund,0.8387,2009-06-09
Balanced Fund,0.8397,2009-06-10
Balanced Fund,0.8362,2009-06-11
Balanced Fund,0.8351,2009-06-12
Balanced Fund,0.8351,2009-06-13
Balanced Fund,0.8351,2009-06-14
Balanced Fund,0.8357,2009-06-15
Balanced Fund,0.8287,2009-06-16
Balanced Fund,0.8217,2009-06-17
Balanced Fund,0.8214,2009-06-18
Balanced Fund,0.8207,2009-06-19
Balanced Fund,0.8207,2009-06-20
Balanced Fund,0.8207,2009-06-21
Balanced Fund,0.822,2009-06-22
Balanced Fund,0.8114,2009-06-23
Balanced Fund,0.8136,2009-06-24
Balanced Fund,0.8161,2009-06-25
Balanced Fund,0.8233,2009-06-26
Balanced Fund,0.8233,2009-06-27
Balanced Fund,0.8233,2009-06-28
Balanced Fund,0.8217,2009-06-29
Balanced Fund,0.8257,2009-06-30
Balanced Fund,0.8242,2009-07-01
Balanced Fund,0.8242,2009-07-02
Balanced Fund,0.8229,2009-07-03
Balanced Fund,0.8229,2009-07-04
Balanced Fund,0.8229,2009-07-05
Balanced Fund,0.8186,2009-07-06
Balanced Fund,0.82,2009-07-07
Balanced Fund,0.8119,2009-07-08
Balanced Fund,0.8107,2009-07-09
Balanced Fund,0.8111,2009-07-10
Balanced Fund,0.8111,2009-07-11
Balanced Fund,0.8111,2009-07-12
Balanced Fund,0.8103,2009-07-13
Balanced Fund,0.8201,2009-07-14
Balanced Fund,0.8215,2009-07-15
Balanced Fund,0.8302,2009-07-16
Balanced Fund,0.8333,2009-07-17
Balanced Fund,0.8333,2009-07-18
Balanced Fund,0.8333,2009-07-19
Balanced Fund,0.8347,2009-07-20
Balanced Fund,0.8386,2009-07-21
Balanced Fund,0.841,2009-07-22
Balanced Fund,0.8418,2009-07-23
Balanced Fund,0.8486,2009-07-24
Balanced Fund,0.8486,2009-07-25
Balanced Fund,0.8486,2009-07-26
Balanced Fund,0.8551,2009-07-27
Balanced Fund,0.8575,2009-07-28
Balanced Fund,0.8517,2009-07-29
Balanced Fund,0.858,2009-07-30
Balanced Fund,0.8637,2009-07-31
Balanced Fund,0.8637,2009-08-01
Balanced Fund,0.8637,2009-08-02
Balanced Fund,0.8657,2009-08-03
Balanced Fund,0.8699,2009-08-04
Balanced Fund,0.8691,2009-08-05
Balanced Fund,0.8734,2009-08-06
Balanced Fund,0.8714,2009-08-07
Balanced Fund,0.8714,2009-08-08
Balanced Fund,0.8714,2009-08-09
Balanced Fund,0.8748,2009-08-10
Balanced Fund,0.8736,2009-08-11
Balanced Fund,0.8714,2009-08-12
Balanced Fund,0.8783,2009-08-13
Balanced Fund,0.8775,2009-08-14
Balanced Fund,0.8775,2009-08-15
Balanced Fund,0.8775,2009-08-16
Balanced Fund,0.8761,2009-08-17
Balanced Fund,0.8678,2009-08-18
Balanced Fund,0.8717,2009-08-19
Balanced Fund,0.8717,2009-08-20
Balanced Fund,0.8722,2009-08-21
Balanced Fund,0.8722,2009-08-22
Balanced Fund,0.8722,2009-08-23
Balanced Fund,0.8817,2009-08-24
Balanced Fund,0.8816,2009-08-25
Balanced Fund,0.8844,2009-08-26
Balanced Fund,0.8876,2009-08-27
Balanced Fund,0.8898,2009-08-28
Balanced Fund,0.8898,2009-08-29
Balanced Fund,0.8898,2009-08-30
